id;nome;data_nascimento;curso_id;turma_id;salario_medio;trabalha;cidade;estado;uso_alcool;fuma;uso_drogas;problemas_mentais;frequencia_percentual;media_notas;avaliacoes_realizadas
1725;XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX;;3;9;825.21;1.0;Fernandes de Goiás;BA;1.0;0.0;1.0;Quisquam in aliquam impedit et autem nam.;100.0;;0
1726;Srta. Hadassa Garcia;2004-06-03;2;12;4808.42;0.0;Silveira de Barros;PR;1.0;1.0;0.0;;50.0;1.54;1
1727;Joana Alves;2007-03-31;4;14;0.0;0.0;Novaes Verde;PE;0.0;0.0;0.0;;40.0;5.58;2
1728;Luna Guerra;1998-12-29;3;13;3711.9;1.0;XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX;TO;0.0;1.0;1.0;;66.67;6.16;1
1729;Eduarda da Conceição;2001-02-06;3;3;1792.25;0.0;Silveira Alegre;MS;0.0;0.0;0.0;;66.67;1.54;2
1730;Pedro Henrique Cardoso;2004-02-04;6;13;1092.81;0.0;Teixeira;MS;0.0;1.0;0.0;;50.0;6.56;2
1731;João Miguel Viana;2001-09-14;10;16;1754.93;0.0;Melo;MS;1.0;1.0;1.0;;60.0;6.71;3
1732;Dra. Fernanda Siqueira;1996-08-31;2;4;4504.76;1.0;Viana do Oeste;MG;0.0;0.0;1.0;;50.0;0.8;2
1733;Maria Sophia Ferreira;;10;12;3616.07;1.0;Moura;PA;0.0;1.0;1.0;;25.0;2.2;1
1734;!!!INVALID_DATA!!!;2006-12-22;8;20;1240.38;1.0;Novais da Mata;XX;1.0;0.0;1.0;;75.0;;0
1735;Lorena Guerra;2005-06-21;8;15;3517.91;0.0;Lopes da Serra;;0.0;0.0;0.0;;;3.34;1
1736;Enzo Gabriel Mendonça;2005-07-07;6;12;3309.77;1.0;Vieira;!!;0.0;0.0;0.0;;50.0;3.74;1
1737;Sr. Anthony da Cunha;1999-11-02;5;19;;1.0;Macedo;PA;0.0;1.0;1.0;;33.33;;0
1738;Marcelo Souza;1996-08-17;9;1;1281.12;1.0;Sousa;CE;0.0;;;;0.0;6.56;1
1739;Arthur Ramos;2000-08-18;9;11;3847.25;0.0;Novaes;MG;0.0;0.0;1.0;;0.0;5.78;2
1740;Carlos Eduardo da Mata;2001-06-04;4;9;1677.03;1.0;da Cruz;PI;0.0;0.0;1.0;Sint dolore aperiam qui pariatur sit.;0.0;4.52;2
1741;Daniel Moraes;2003-07-30;10;11;2193.25;;Guerra;MG;1.0;0.0;0.0;Alias reprehenderit totam eos.;0.0;;0
1742;Dr. Gabriel Pires;2005-03-31;5;14;2653.97;0.0;Cirino;!!;1.0;0.0;0.0;;50.0;;0
1743;;2003-09-06;10;5;639.93;0.0;da Mota dos Dourados;MS;1.0;1.0;0.0;;25.0;4.29;1
1744;Milena Ramos;2002-07-22;1;10;1429.03;0.0;!!!INVALID_DATA!!!;PE;1.0;0.0;1.0;;0.0;6.49;1
1745;Giovanna Carvalho;1995-11-04;6;17;542.26;0.0;da Rosa;RO;1.0;1.0;1.0;;33.33;4.96;1
1746;Bárbara Almeida;1997-02-23;1;15;629.47;1.0;Câmara;CE;0.0;;0.0;;66.67;;0
1747;Lunna Ribeiro;2004-12-11;6;4;0.0;0.0;da Costa de Minas;MS;1.0;;0.0;XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX;100.0;7.7;1
1748;Valentina Cirino;1998-07-12;10;20;3948.98;1.0;Cardoso Verde;XX;1.0;0.0;1.0;Id expedita perferendis fugit hic asperiores.;66.67;3.68;2
1749;Yago Gonçalves;2001-09-03;4;14;2559.26;1.0;!!!INVALID_DATA!!!;MT;1.0;1.0;1.0;;100.0;3.05;1
1750;Joana Rios;2004-11-08;4;14;991.04;1.0;Gomes;RR;0.0;0.0;0.0;Dolore dolorem dolorem sit minus ab assumenda dolore.;50.0;7.03;1
1751;Manuela Marques;2001-07-29;1;5;4137.25;0.0;Costela;GO;0.0;0.0;;XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX;0.0;0.98;1
1752;Isabel Pacheco;2000-06-21;4;10;3194.73;0.0;Campos do Campo;AC;1.0;0.0;0.0;Eius sunt odit.;33.33;4.85;2
1753;Daniel Leão;2003-07-24;3;17;2539.85;1.0;Cirino;PE;1.0;1.0;1.0;;33.33;5.28;4
1754;Henry Araújo;2003-05-12;5;2;1404.06;0.0;Porto;CE;1.0;1.0;1.0;;66.67;4.74;1
1755;Luiz Miguel Rocha;1996-11-18;9;19;1278.16;1.0;Caldeira do Campo;AC;1.0;0.0;1.0;;100.0;;0
1756;Benjamim da Mata;1997-10-20;1;8;2448.09;;Cunha de Minas;BA;0.0;1.0;0.0;;0.0;4.64;3
1757;João Pedro Farias;2001-07-19;10;9;2394.87;0.0;da Mota de Borges;RO;0.0;1.0;1.0;;66.67;9.88;1
1758;XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX;1999-12-04;5;10;4626.26;1.0;Câmara do Sul;PR;1.0;1.0;1.0;Deserunt fugit perspiciatis necessitatibus repellendus illum praesentium ipsa.;66.67;;0
1759;Liam Lima;2002-03-07;5;19;3694.49;1.0;Cardoso da Praia;CE;0.0;0.0;0.0;;0.0;7.46;2
1760;!!!INVALID_DATA!!!;2007-04-08;3;4;4844.71;1.0;Rezende;MT;0.0;1.0;0.0;;100.0;5.36;1
1761;!!!INVALID_DATA!!!;2000-05-11;3;9;1534.34;1.0;Monteiro;BA;0.0;0.0;1.0;;66.67;5.12;2
1762;Theo Pacheco;2004-12-28;4;20;1377.85;0.0;Camargo;TO;1.0;1.0;1.0;;66.67;2.51;1
1763;Sophia Cirino;2002-11-26;3;14;4693.62;1.0;Silveira;XX;0.0;0.0;1.0;;25.0;6.77;1
1764;Dr. Caio Rodrigues;1995-09-27;1;6;4630.95;1.0;da Luz;XX;1.0;0.0;1.0;;40.0;7.6;1
1765;Maitê Aragão;1996-09-11;5;12;4943.95;0.0;Moraes;XX;1.0;0.0;1.0;;75.0;9.39;1
1766;João Lucas Carvalho;1996-12-31;3;18;3978.03;0.0;Peixoto;DF;1.0;0.0;1.0;;0.0;;0
1767;Gael Rodrigues;1998-03-23;5;4;1508.91;0.0;da Cruz de Siqueira;MG;0.0;0.0;1.0;;66.67;;0
1768;Luiza Guerra;1998-07-01;6;16;4442.4;0.0;Souza;RJ;0.0;0.0;1.0;;60.0;2.96;1
1769;Pietra Macedo;2003-12-14;4;10;1280.81;0.0;Pereira dos Dourados;AM;1.0;0.0;1.0;Est quae corporis maxime impedit eligendi.;50.0;4.91;2
1770;Sra. Kamilly Rezende;2006-08-18;10;14;1876.09;0.0;Ramos;XX;0.0;0.0;0.0;;50.0;6.21;1
1771;Aylla Melo;2002-01-09;6;17;1079.21;1.0;da Paz de Guerra;PE;0.0;1.0;1.0;;33.33;;0
1772;Srta. Eduarda Nunes;1996-06-11;4;3;997.71;1.0;Pereira;AM;0.0;0.0;1.0;;33.33;5.73;2
1773;Kaique Pacheco;2004-05-19;10;8;601.11;0.0;da Cruz;SE;0.0;1.0;1.0;;66.67;;0
1774;Letícia Peixoto;2004-05-29;10;8;523.35;0.0;Sales;MG;0.0;0.0;0.0;;0.0;9.11;1
1775;Lucas Gabriel Leão;2003-12-02;3;10;1870.94;1.0;Ramos;SE;1.0;1.0;0.0;Ut fugit esse aspernatur.;25.0;2.75;1
1776;XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX;2006-12-21;10;19;4561.37;1.0;Santos;MG;;1.0;0.0;;33.33;;0
1777;Sra. Maria Julia Campos;1995-05-04;3;13;4207.46;1.0;Sousa Grande;AM;0.0;1.0;;Rerum commodi sint accusamus.;0.0;1.56;2
1778;Theodoro Gomes;2000-09-20;3;20;4857.58;0.0;Ramos;PI;0.0;0.0;1.0;;40.0;4.46;3
1779;Benjamin Cassiano;2002-07-31;6;5;2180.67;1.0;Macedo;TO;1.0;0.0;0.0;;0.0;;0
1780;Dante da Conceição;2004-09-24;1;19;3531.38;1.0;Alves;RN;0.0;0.0;1.0;;0.0;6.14;2
1781;Mariah Ferreira;2002-06-07;1;13;4417.68;1.0;Sampaio;AP;0.0;0.0;1.0;Eius neque quasi labore sint.;50.0;5.41;2
1782;Emanuelly Azevedo;2001-10-27;9;2;1980.05;1.0;Oliveira dos Dourados;SC;0.0;0.0;1.0;;83.33;6.04;2
1783;Ravi Ribeiro;2004-01-09;5;11;3110.43;0.0;Porto de Casa Grande;AC;0.0;1.0;0.0;;100.0;4.64;1
1784;!!!INVALID_DATA!!!;1999-10-16;6;8;954.46;0.0;;AL;0.0;0.0;1.0;;66.67;1.57;1
1785;XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX;2005-08-11;2;4;0.0;0.0;Garcia de Minas;;1.0;1.0;1.0;Recusandae at debitis consectetur molestias.;66.67;5.26;2
1786;Lorena Pires;2003-06-26;9;14;1618.32;0.0;Abreu;RS;0.0;0.0;1.0;;100.0;4.99;1
1787;Rodrigo Rocha;1999-06-05;2;6;2964.33;0.0;da Mota de Alves;BA;0.0;1.0;0.0;;50.0;5.57;2
1788;Caroline Albuquerque;2001-12-13;2;11;;1.0;Cassiano da Serra;PI;1.0;1.0;1.0;;50.0;5.91;2
1789;!!!INVALID_DATA!!!;2006-05-15;8;18;3449.39;1.0;Monteiro;MT;0.0;0.0;0.0;;100.0;2.74;2
1790;Thiago Câmara;2004-11-09;1;17;1092.9;1.0;Pacheco de Machado;PE;1.0;0.0;1.0;;50.0;4.51;2
1791;Juliana Fogaça;2000-01-31;3;1;2158.41;0.0;Moraes;SC;0.0;1.0;1.0;;50.0;2.75;2
1792;;2000-04-03;8;9;2185.92;1.0;Gonçalves;PR;1.0;0.0;1.0;;50.0;3.83;3
1793;Sr. Francisco Vieira;2002-09-17;7;2;1831.4;1.0;Cavalcanti da Praia;MS;1.0;0.0;0.0;;80.0;4.11;2
1794;Enzo Sampaio;2003-05-06;4;9;2858.62;1.0;Macedo das Pedras;AC;1.0;0.0;1.0;;100.0;5.16;3
1795;Bárbara Nunes;1999-11-23;9;7;2399.44;1.0;;PE;1.0;1.0;0.0;;75.0;;0
1796;Srta. Ana Lívia Pinto;2002-04-10;5;3;4121.46;1.0;Ramos;MT;1.0;0.0;1.0;;33.33;7.21;4
1797;Josué Lopes;2003-07-19;1;8;3324.54;1.0;Mendes;PE;0.0;0.0;1.0;Quod explicabo porro eos quidem nam excepturi.;66.67;7.8;1
1798;Dr. Lorenzo Pereira;2002-04-11;8;13;2301.31;1.0;Souza de Souza;MS;1.0;0.0;1.0;;75.0;7.61;2
1799;Levi Campos;1996-04-05;10;16;3463.38;1.0;Silva;RR;;0.0;0.0;;0.0;;0
1800;Clara Silveira;1998-01-05;5;4;1114.55;0.0;da Conceição do Amparo;MG;1.0;0.0;1.0;;100.0;9.35;1
1801;Luiza Nascimento;2005-08-10;3;11;1304.54;1.0;Cardoso de Fogaça;SC;0.0;0.0;1.0;;33.33;1.72;1
1802;José Miguel Fogaça;2001-08-27;5;20;847.86;1.0;Camargo;RJ;0.0;1.0;0.0;;50.0;6.29;1
1803;Ana Cecília da Conceição;2003-07-28;9;7;1812.76;0.0;Guerra;MA;1.0;1.0;1.0;;100.0;0.18;1
1804;Rafaela Gomes;1999-07-24;4;20;0.0;0.0;das Neves da Praia;PA;0.0;1.0;1.0;;60.0;0.36;1
1805;Esther Nogueira;2002-07-25;1;11;1013.46;0.0;Santos;PE;1.0;1.0;0.0;Beatae commodi aliquid quam fuga odit unde nam.;20.0;;0
1806;Kevin Macedo;2005-10-31;2;8;3510.64;1.0;;PB;0.0;1.0;1.0;;66.67;4.87;2
1807;Antônio Cirino;2002-05-23;7;6;3629.17;1.0;da Luz do Galho;AC;0.0;0.0;0.0;;50.0;;0
1808;Benjamim Mendes;2000-11-19;9;15;2802.4;1.0;Montenegro;AC;1.0;0.0;0.0;;66.67;;0
1809;Luna Pacheco;1997-07-09;9;10;3287.4;1.0;Farias;RO;1.0;0.0;0.0;;0.0;3.08;2
1810;;2002-09-22;7;8;4244.17;1.0;Siqueira;PI;1.0;0.0;1.0;;0.0;6.44;4
1811;Raul Rezende;1999-07-05;2;12;2518.57;1.0;das Neves do Sul;PR;1.0;1.0;1.0;;66.67;8.88;1
1812;Juliana Monteiro;2004-07-02;8;3;0.0;1.0;Pires de Minas;!!;0.0;0.0;1.0;;25.0;5.06;2
1813;Ravy Sousa;2005-05-16;10;8;0.0;1.0;Gomes do Campo;SC;0.0;1.0;0.0;;75.0;2.15;1
1814;Srta. Bella Carvalho;1994-10-31;8;12;3867.38;0.0;Aparecida do Campo;AM;0.0;0.0;1.0;;40.0;6.32;3
1815;Srta. Ana Beatriz da Conceição;2005-05-17;2;17;1371.78;1.0;Teixeira do Norte;AC;1.0;0.0;1.0;;80.0;5.74;1
1816;Milena da Mota;2006-05-15;9;8;1260.57;0.0;!!!INVALID_DATA!!!;PB;1.0;0.0;0.0;;25.0;5.19;3
1817;Fernando Almeida;1995-09-11;6;4;793.17;1.0;Cunha;AL;1.0;0.0;1.0;;66.67;5.22;1
1818;Isabela Caldeira;2001-07-25;1;11;2175.08;0.0;Aragão;AM;1.0;0.0;;;75.0;6.2;1
1819;Emilly Novaes;2003-03-22;8;19;528.84;;Teixeira Alegre;AP;1.0;1.0;1.0;;66.67;;0
1820;Joana Moraes;1999-12-06;7;13;2879.15;1.0;Andrade de Cunha;RN;1.0;0.0;1.0;;33.33;8.9;1
1821;Maria Luiza Novaes;1998-12-24;2;19;3892.6;1.0;Guerra;PI;0.0;0.0;1.0;;25.0;;0
1822;Stephany Cirino;2001-09-02;9;18;4067.67;1.0;Casa Grande do Galho;RN;1.0;0.0;0.0;;50.0;4.15;4
1823;Ayla Ferreira;1997-05-07;8;16;1874.81;0.0;Pimenta;MS;0.0;1.0;1.0;;0.0;7.96;1
1824;Yasmin Marques;1995-05-14;3;14;873.82;1.0;Sousa;MT;0.0;1.0;0.0;;0.0;2.64;1
1825;Isaac Vieira;1996-08-06;1;5;4983.39;0.0;Peixoto das Pedras;CE;1.0;0.0;1.0;;0.0;;0
1826;Sr. Otto Melo;1995-07-13;3;13;3041.56;1.0;Guerra;PA;0.0;0.0;;;66.67;4.95;2
1827;Maria Alice Cirino;1997-12-21;4;14;4307.58;0.0;XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX;;0.0;0.0;1.0;;100.0;8.72;1
1828;Ana Vitória Barbosa;1995-03-05;3;20;4760.63;0.0;Nunes do Sul;TO;0.0;1.0;0.0;;100.0;1.75;1
1829;!!!INVALID_DATA!!!;2002-04-14;3;13;2010.8;0.0;Nunes;PR;1.0;0.0;1.0;;;;0
1830;Cecilia Costa;2002-09-16;10;13;2818.2;0.0;Almeida;GO;1.0;0.0;0.0;Impedit culpa laboriosam amet dolorum.;0.0;;0
1831;Pedro Henrique da Mota;1995-04-13;10;18;1341.9;0.0;Gomes;PR;1.0;1.0;0.0;;66.67;5.45;1
1832;Cauã Teixeira;2002-08-10;4;9;4943.79;1.0;da Mota;MG;0.0;1.0;1.0;;100.0;8.72;1
1833;Liz Mendonça;2004-09-23;4;4;3466.48;0.0;Borges;DF;0.0;0.0;0.0;;0.0;8.29;1
1834;Arthur Miguel Souza;2000-03-06;9;17;729.14;1.0;da Cunha Grande;MS;1.0;1.0;1.0;;50.0;5.45;1
1835;Yasmin Teixeira;1999-03-29;1;8;2174.82;0.0;Montenegro;MS;0.0;1.0;0.0;;100.0;3.03;1
1836;Juliana Alves;1996-09-07;4;10;2205.4;0.0;!!!INVALID_DATA!!!;TO;0.0;0.0;1.0;;50.0;8.59;3
1837;Enrico Silveira;1995-11-22;3;18;0.0;0.0;Marques dos Dourados;ES;0.0;1.0;0.0;;66.67;7.79;1
1838;Rafael Fernandes;1995-05-27;1;14;1823.14;0.0;Jesus;AC;0.0;1.0;0.0;;0.0;;0
1839;Vicente Viana;2003-09-20;9;19;4620.48;0.0;Leão;TO;0.0;0.0;0.0;;60.0;4.49;4
1840;Carolina Borges;2000-07-10;6;5;2746.98;0.0;Costela;MS;0.0;1.0;1.0;;100.0;2.27;1
1841;Sophia Melo;1997-04-04;10;12;3767.83;1.0;Monteiro;RR;0.0;0.0;0.0;Praesentium sequi nesciunt velit accusamus.;33.33;;0
1842;Ana Sophia Freitas;1994-09-29;10;16;2294.75;1.0;Sales do Sul;RR;0.0;1.0;1.0;;100.0;3.5;1
1843;Benjamin Brito;2007-04-18;10;20;1327.18;0.0;Leão;SP;0.0;0.0;1.0;Quo nulla nulla asperiores nulla.;66.67;2.22;3
1844;Bianca Lopes;2005-01-05;8;10;787.64;1.0;Viana do Norte;PR;0.0;0.0;0.0;;100.0;4.96;1
1845;Isabela Teixeira;2004-08-24;9;7;1258.75;1.0;Guerra;PI;0.0;1.0;0.0;;20.0;3.76;2
1846;Maria Clara Duarte;1999-11-26;6;14;3950.44;1.0;Casa Grande;AC;0.0;0.0;1.0;;60.0;;0
1847;!!!INVALID_DATA!!!;2003-04-23;10;19;2440.11;1.0;;AM;0.0;0.0;1.0;Autem saepe qui deserunt.;100.0;0.72;1
1848;Daniel da Rosa;1996-03-22;8;14;4792.52;0.0;Campos;MS;0.0;1.0;0.0;Et illum nam in non voluptas quis.;0.0;;0
1849;Sarah Macedo;2004-04-16;3;7;1680.71;0.0;!!!INVALID_DATA!!!;AP;0.0;0.0;0.0;;50.0;1.51;2
1850;Marcelo Sales;1994-05-15;9;19;2252.47;0.0;Dias do Amparo;DF;1.0;0.0;1.0;;100.0;8.35;2
1851;Luara Mendonça;2005-09-19;10;13;4058.08;1.0;Peixoto;PR;1.0;0.0;;;100.0;6.06;3
1852;Sra. Júlia Castro;2005-07-08;8;9;1649.11;0.0;da Paz;SC;1.0;0.0;0.0;;100.0;;0
1853;Vitor Hugo Rodrigues;2007-03-05;4;8;2537.77;0.0;Sá das Flores;DF;0.0;0.0;1.0;;33.33;0.94;1
1854;Bárbara Souza;1996-04-27;10;20;4859.58;0.0;Abreu;SC;0.0;0.0;1.0;Deserunt veritatis illo eaque vel suscipit dolorum.;100.0;8.36;1
1855;Eloá Siqueira;1995-06-18;2;1;1645.08;1.0;da Luz;RS;0.0;0.0;1.0;;66.67;3.46;4
1856;Fernanda Almeida;1995-02-21;5;2;2508.47;0.0;Vasconcelos;RN;0.0;1.0;0.0;;80.0;3.4;4
1857;Bella Ribeiro;2004-07-09;4;14;1398.01;1.0;Campos da Serra;MT;0.0;0.0;0.0;;0.0;0.98;1
1858;Guilherme da Cruz;1999-06-27;1;12;1985.04;0.0;Jesus da Praia;;1.0;0.0;0.0;;0.0;9.16;1
1859;Thomas Sá;2004-05-31;5;20;1271.1;0.0;!!!INVALID_DATA!!!;ES;1.0;1.0;1.0;;100.0;;0
1860;Dra. Maria Eduarda Casa Grande;2001-03-29;10;8;1858.85;0.0;da Mata de da Mata;;0.0;0.0;1.0;;40.0;6.02;1
1861;Murilo Peixoto;1995-09-11;9;7;768.4;1.0;Guerra;GO;1.0;1.0;1.0;;;7.03;2
1862;Sophia Pastor;2002-06-16;1;13;4871.2;0.0;Peixoto;MT;1.0;0.0;1.0;Laborum laudantium quas fugiat earum.;42.86;4.32;3
1863;Sra. Ana Lívia Barbosa;1994-08-05;9;4;1719.92;0.0;Fogaça da Praia;AP;0.0;1.0;0.0;;16.67;3.51;3
1864;Maria Campos;1998-07-23;5;6;1360.81;0.0;Leão;SP;1.0;0.0;1.0;Laborum atque explicabo.;0.0;5.69;2
1865;Luigi da Conceição;2003-09-06;2;5;1040.62;1.0;Novais de Minas;AL;0.0;0.0;0.0;;25.0;0.14;1
1866;Rodrigo Duarte;1994-10-05;6;15;2275.15;1.0;Cardoso;BA;0.0;0.0;0.0;;50.0;5.08;1
1867;Rael Fonseca;1994-07-26;4;14;3554.01;0.0;Cardoso Verde;TO;1.0;1.0;1.0;;16.67;;0
1868;Sofia Moraes;2000-11-23;3;4;3926.61;1.0;Costa da Mata;SC;0.0;1.0;1.0;;50.0;;0
1869;Antony Cassiano;1996-04-29;6;2;3538.97;1.0;Cardoso;MT;0.0;1.0;1.0;Sint magni error perferendis.;0.0;3.19;4
1870;Theo Sampaio;2005-05-04;5;12;4845.98;0.0;da Mata de Carvalho;XX;1.0;0.0;0.0;;60.0;1.25;1
1871;Henry Gabriel Gonçalves;2003-05-04;2;17;654.8;1.0;Lopes;RJ;1.0;0.0;0.0;;33.33;;0
1872;Srta. Luna Azevedo;1996-10-25;5;4;4625.16;1.0;Campos;RO;0.0;1.0;0.0;Tempora nisi aut ipsa ab sunt dolorem.;0.0;7.25;2
1873;Manuella Jesus;2001-12-25;1;3;707.97;0.0;Lima de Souza;AC;1.0;0.0;0.0;;50.0;5.17;1
1874;Diogo Cavalcante;2003-04-12;9;17;0.0;1.0;Garcia;BA;1.0;0.0;1.0;;75.0;5.78;3
1875;Caio Cavalcanti;1997-04-19;1;6;1659.74;1.0;Câmara de Nunes;SE;1.0;1.0;1.0;;60.0;6.87;1
1876;Murilo Fernandes;2006-04-03;9;4;2479.94;0.0;da Costa de Goiás;MS;1.0;0.0;1.0;;;4.16;3
1877;Yan Silva;2005-06-05;2;17;1220.96;1.0;Oliveira;RR;0.0;1.0;1.0;;50.0;;0
1878;Maitê Machado;2006-04-15;4;8;4535.53;0.0;Nascimento;AM;0.0;0.0;0.0;;;7.36;1
1879;Marcos Vinicius Vargas;1998-05-20;7;7;3700.04;0.0;Cirino Paulista;XX;1.0;0.0;1.0;Eos aspernatur vel earum id delectus.;100.0;0.68;1
1880;Joana Cavalcanti;;6;11;3111.94;1.0;Ferreira;PA;1.0;1.0;1.0;Quis laboriosam odio porro deserunt asperiores ab.;50.0;6.05;2
1881;Hadassa da Paz;2002-02-28;5;2;3223.64;1.0;da Cunha de Barbosa;PR;1.0;0.0;1.0;;0.0;1.94;1
1882;Ana Laura Rocha;2003-01-03;9;10;3233.68;1.0;Araújo;AP;0.0;1.0;0.0;;50.0;6.7;2
1883;Ana Carolina Aragão;2003-06-16;1;12;3494.09;1.0;Melo de Goiás;AP;1.0;1.0;1.0;;50.0;3.18;2
1884;Cecília Gonçalves;1999-05-25;1;14;1473.36;1.0;Santos;MT;0.0;0.0;;;33.33;0.29;1
1885;Dra. Eloá Abreu;2005-08-27;10;13;4681.68;1.0;da Costa da Serra;ES;1.0;0.0;0.0;;0.0;1.95;1
1886;Ian Siqueira;2001-06-08;2;9;3105.68;0.0;Leão;TO;0.0;0.0;0.0;;0.0;1.47;2
1887;João Vitor Machado;2006-04-27;2;8;1570.91;1.0;Cirino;MS;1.0;0.0;1.0;;50.0;4.24;1
1888;Pedro Henrique Rios;2006-11-09;3;13;683.24;0.0;Gonçalves de Rodrigues;TO;0.0;0.0;1.0;;66.67;5.43;3
1889;Sophia Pacheco;2001-08-28;6;15;859.78;1.0;XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX;PR;0.0;1.0;0.0;;0.0;4.26;1
1890;Sra. Lorena da Cruz;1998-09-20;9;3;0.0;1.0;Pacheco de Minas;SP;1.0;0.0;1.0;;;4.93;1
1891;Mathias Rezende;1999-12-02;10;20;1529.37;0.0;Santos;RO;1.0;1.0;1.0;;0.0;1.21;1
1892;Luiz Fernando da Mata;1998-07-19;9;4;1620.74;0.0;Campos;ES;1.0;0.0;1.0;;40.0;4.78;3
1893;Dr. João Guilherme Rezende;1999-01-04;9;6;3994.91;1.0;Abreu;PR;0.0;0.0;1.0;;75.0;6.98;2
1894;Liam Porto;2004-10-13;3;3;4572.23;1.0;Andrade de Castro;MT;0.0;1.0;0.0;;60.0;4.04;2
1895;Catarina Barros;2005-11-28;6;11;4725.16;0.0;Pastor do Oeste;PA;1.0;0.0;1.0;;33.33;5.84;2
1896;Dr. Vitor Teixeira;2003-10-13;9;10;1810.3;1.0;Araújo de Goiás;RN;1.0;1.0;0.0;;66.67;3.72;3
1897;Ana Costela;1994-06-06;9;19;4902.03;1.0;Moraes;RO;0.0;0.0;0.0;Sapiente repellat odio error.;33.33;8.69;1
1898;Maria Silveira;1999-09-25;5;2;2947.74;0.0;Silva;RO;0.0;0.0;0.0;;100.0;6.03;2
1899;Liz Garcia;1996-10-13;8;1;1978.13;1.0;da Conceição de Cunha;BA;1.0;0.0;0.0;;80.0;6.31;6
1900;Juan Araújo;2005-03-06;2;8;4150.22;0.0;XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX;AC;0.0;1.0;1.0;;50.0;;0
1901;XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX;;2;13;3527.14;1.0;da Cunha do Sul;CE;1.0;1.0;0.0;;70.0;;0
1902;Gabriela Cardoso;2001-08-28;2;6;1996.18;0.0;Rodrigues dos Dourados;SE;1.0;1.0;1.0;;0.0;1.01;1
1903;;2005-09-21;5;13;4834.54;1.0;Silveira do Galho;GO;0.0;0.0;1.0;Consequuntur repellat eveniet beatae.;0.0;8.17;2
1904;Liam Melo;1997-04-08;5;19;4621.19;0.0;Jesus de Viana;MA;0.0;1.0;0.0;;60.0;3.13;2
1905;Francisco Martins;1995-05-17;1;2;1869.86;;da Cruz da Praia;AL;1.0;1.0;0.0;Quod ducimus cupiditate.;37.5;5.98;4
1906;Eduarda da Costa;1999-09-24;3;20;3732.08;0.0;Martins;PR;0.0;0.0;1.0;;100.0;7.12;1
1907;Melina da Cunha;2003-08-04;9;11;4080.18;1.0;Sales;RO;1.0;1.0;1.0;;66.67;4.87;3
1908;Lucca Cassiano;1996-10-04;6;15;1407.32;1.0;Souza de Pimenta;AC;0.0;0.0;0.0;;40.0;;0
1909;João Lucas Cunha;;3;1;864.06;1.0;da Rosa;PB;0.0;1.0;1.0;;0.0;9.2;1
1910;Carolina Macedo;2004-10-09;4;8;532.28;0.0;Borges Paulista;;1.0;0.0;0.0;;80.0;;0
